"COU"|"Country"|"POL"|"Pollutant"|"VAR"|"Variable"|"YEA"|"Year"|"Unit Code"|"Unit"|"PowerCode Code"|"PowerCode"|"Reference Period Code"|"Reference Period"|"Value"|"Flag Codes"|"Flags"
"AUS"|"Australia"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"1990"|"1990"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||424998.381||
"AUS"|"Australia"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"1991"|"1991"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||426015.21||
"AUS"|"Australia"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"1992"|"1992"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||430216.38||
"AUS"|"Australia"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"1993"|"1993"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||430612.556||
"AUS"|"Australia"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"1994"|"1994"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||430653.332||
"AUS"|"Australia"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"1995"|"1995"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||439004.901||
"AUS"|"Australia"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"1996"|"1996"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||446681.85||
"AUS"|"Australia"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"1997"|"1997"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||458841.602||
"AUS"|"Australia"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"1998"|"1998"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||472629.669||
"AUS"|"Australia"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"1999"|"1999"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||478199.841||
"AUS"|"Australia"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2000"|"2000"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||489373.842||
"AUS"|"Australia"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2001"|"2001"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||496982.31||
"AUS"|"Australia"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2002"|"2002"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||500807.889||
"AUS"|"Australia"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2003"|"2003"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||502301.775||
"AUS"|"Australia"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2004"|"2004"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||520315.182||
"AUS"|"Australia"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2005"|"2005"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||526206.973||
"AUS"|"Australia"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2006"|"2006"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||530787.988||
"AUS"|"Australia"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2007"|"2007"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||536888.602||
"AUS"|"Australia"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2008"|"2008"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||540669||
"AUS"|"Australia"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2009"|"2009"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||544285.462||
"AUS"|"Australia"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2010"|"2010"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||540571.41||
"AUS"|"Australia"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2011"|"2011"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||542511.918||
"AUS"|"Australia"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2012"|"2012"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||544732.756||
"AUS"|"Australia"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2013"|"2013"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||535006.814||
"AUS"|"Australia"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2014"|"2014"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||530411.018||
"AUS"|"Australia"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2015"|"2015"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||538618.776||
"AUS"|"Australia"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2016"|"2016"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||548862.546||
"AUS"|"Australia"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2017"|"2017"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||556612.265||
"AUS"|"Australia"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2018"|"2018"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||558047.22||
"AUT"|"Austria"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"1990"|"1990"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||78492.612||
"AUT"|"Austria"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"1991"|"1991"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||82157.139||
"AUT"|"Austria"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"1992"|"1992"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||75523.998||
"AUT"|"Austria"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"1993"|"1993"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||75771.054||
"AUT"|"Austria"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"1994"|"1994"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||76016.828||
"AUT"|"Austria"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"1995"|"1995"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||79382.99||
"AUT"|"Austria"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"1996"|"1996"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||82605.495||
"AUT"|"Austria"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"1997"|"1997"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||82175.956||
"AUT"|"Austria"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"1998"|"1998"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||81511.962||
"AUT"|"Austria"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"1999"|"1999"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||79931.075||
"AUT"|"Austria"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2000"|"2000"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||80261.987||
"AUT"|"Austria"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2001"|"2001"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||84151.509||
"AUT"|"Austria"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2002"|"2002"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||85906.916||
"AUT"|"Austria"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2003"|"2003"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||91545.238||
"AUT"|"Austria"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2004"|"2004"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||91139.806||
"AUT"|"Austria"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2005"|"2005"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||92427.269||
"AUT"|"Austria"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2006"|"2006"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||90022.83||
"AUT"|"Austria"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2007"|"2007"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||87337.769||
"AUT"|"Austria"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2008"|"2008"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||86747.757||
"AUT"|"Austria"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2009"|"2009"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||80163.13||
"AUT"|"Austria"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2010"|"2010"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||84612.839||
"AUT"|"Austria"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2011"|"2011"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||82286.887||
"AUT"|"Austria"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2012"|"2012"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||79528.787||
"AUT"|"Austria"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2013"|"2013"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||79971.975||
"AUT"|"Austria"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2014"|"2014"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||76346.007||
"AUT"|"Austria"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2015"|"2015"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||78509.783||
"AUT"|"Austria"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2016"|"2016"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||79467.291||
"AUT"|"Austria"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2017"|"2017"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||82023.358||
"AUT"|"Austria"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2018"|"2018"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||78950.336||
"BEL"|"Belgium"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"1990"|"1990"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||146410.757||
"BEL"|"Belgium"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"1991"|"1991"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||149137.37||
"BEL"|"Belgium"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"1992"|"1992"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||148737.284||
"BEL"|"Belgium"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"1993"|"1993"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||147741.144||
"BEL"|"Belgium"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"1994"|"1994"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||152361.114||
"BEL"|"Belgium"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"1995"|"1995"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||154495.964||
"BEL"|"Belgium"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"1996"|"1996"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||158184.694||
"BEL"|"Belgium"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"1997"|"1997"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||149720.793||
"BEL"|"Belgium"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"1998"|"1998"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||154897.827||
"BEL"|"Belgium"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"1999"|"1999"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||148647.755||
"BEL"|"Belgium"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2000"|"2000"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||149704.632||
"BEL"|"Belgium"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2001"|"2001"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||148114.454||
"BEL"|"Belgium"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2002"|"2002"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||148157.106||
"BEL"|"Belgium"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2003"|"2003"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||148419.332||
"BEL"|"Belgium"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2004"|"2004"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||149273.601||
"BEL"|"Belgium"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2005"|"2005"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||146251.988||
"BEL"|"Belgium"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2006"|"2006"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||143391.884||
"BEL"|"Belgium"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2007"|"2007"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||139789.969||
"BEL"|"Belgium"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2008"|"2008"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||139699.335||
"BEL"|"Belgium"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2009"|"2009"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||127051.676||
"BEL"|"Belgium"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2010"|"2010"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||134315.855||
"BEL"|"Belgium"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2011"|"2011"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||123782.512||
"BEL"|"Belgium"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2012"|"2012"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||120922.504||
"BEL"|"Belgium"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2013"|"2013"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||120949.314||
"BEL"|"Belgium"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2014"|"2014"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||115215.773||
"BEL"|"Belgium"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2015"|"2015"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||119418.394||
"BEL"|"Belgium"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2016"|"2016"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||118172.436||
"BEL"|"Belgium"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2017"|"2017"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||118005.105||
"BEL"|"Belgium"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2018"|"2018"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||118455.738||
"CAN"|"Canada"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"1990"|"1990"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||603221.867||
"CAN"|"Canada"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"1991"|"1991"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||594872.982||
"CAN"|"Canada"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"1992"|"1992"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||612470.509||
"CAN"|"Canada"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"1993"|"1993"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||615048.508||
"CAN"|"Canada"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"1994"|"1994"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||636374.334||
"CAN"|"Canada"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"1995"|"1995"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||653057.975||
"CAN"|"Canada"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"1996"|"1996"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||674575.216||
"CAN"|"Canada"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"1997"|"1997"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||686114.626||
"CAN"|"Canada"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"1998"|"1998"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||693059.076||
"CAN"|"Canada"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"1999"|"1999"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||707363.766||
"CAN"|"Canada"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2000"|"2000"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||730681.594||
"CAN"|"Canada"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2001"|"2001"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||719697.167||
"CAN"|"Canada"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2002"|"2002"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||723948.359||
"CAN"|"Canada"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2003"|"2003"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||740245.805||
"CAN"|"Canada"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2004"|"2004"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||741584.48||
"CAN"|"Canada"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2005"|"2005"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||729747.166||
"CAN"|"Canada"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2006"|"2006"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||720516.109||
"CAN"|"Canada"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2007"|"2007"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||742313.663||
"CAN"|"Canada"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2008"|"2008"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||722567.97||
"CAN"|"Canada"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2009"|"2009"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||680493.571||
"CAN"|"Canada"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2010"|"2010"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||690530.617||
"CAN"|"Canada"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2011"|"2011"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||702412.979||
"CAN"|"Canada"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2012"|"2012"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||710108.297||
"CAN"|"Canada"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2013"|"2013"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||720877.454||
"CAN"|"Canada"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2014"|"2014"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||721353.745||
"CAN"|"Canada"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2015"|"2015"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||720380.179||
"CAN"|"Canada"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2016"|"2016"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||706196.414||
"CAN"|"Canada"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2017"|"2017"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||713838.207||
"CAN"|"Canada"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"2018"|"2018"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||729349.27||
"CZE"|"Czech Republic"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"1990"|"1990"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||197202.548||
"CZE"|"Czech Republic"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"1991"|"1991"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||178986.518||
"CZE"|"Czech Republic"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"1992"|"1992"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||172533.926||
"CZE"|"Czech Republic"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"1993"|"1993"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||164898.959||
"CZE"|"Czech Republic"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"1994"|"1994"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||157406.668||
"CZE"|"Czech Republic"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"1995"|"1995"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||156526.029||
"CZE"|"Czech Republic"|"GHG"|"Greenhouse gases"|"TOTAL"|"Total  emissions excluding LULUCF"|"1996"|"1996"|"T_CO2_EQVT"|"Tonnes of CO2 equivalent"|"3"|"Thousands"|||159559.048||
